"COUNTRY","Country","VARIABLE","Variable","SOURCE","Source","YEAR","Year","Value","Flag Codes","Flags"
"TUR","Türkiye","NLD","Netherlands","DEMAND","Tourism demand surveys","2012","2012",1402018,,
"TUR","Türkiye","NLD","Netherlands","DEMAND","Tourism demand surveys","2013","2013",1766268,,
"TUR","Türkiye","NLD","Netherlands","DEMAND","Tourism demand surveys","2014","2014",1750867,,
"TUR","Türkiye","NLD","Netherlands","DEMAND","Tourism demand surveys","2015","2015",1906967,,
"TUR","Türkiye","NLD","Netherlands","DEMAND","Tourism demand surveys","2016","2016",2203647,,
"TUR","Türkiye","NLD","Netherlands","DEMAND","Tourism demand surveys","2017","2017",2434146,,
"TUR","Türkiye","NLD","Netherlands","DEMAND","Tourism demand surveys","2018","2018",2065948,,
"TUR","Türkiye","NLD","Netherlands","DEMAND","Tourism demand surveys","2019","2019",1989150,,
"TUR","Türkiye","NLD","Netherlands","DEMAND","Tourism demand surveys","2020","2020",271464,,
"TUR","Türkiye","NLD","Netherlands","DEMAND","Tourism demand surveys","2021","2021",645052,,
"COL","Colombia","MEX","Mexico","DEMAND","Tourism demand surveys","2017","2017",171841,,
"COL","Colombia","MEX","Mexico","DEMAND","Tourism demand surveys","2018","2018",182014,,
"COL","Colombia","MEX","Mexico","DEMAND","Tourism demand surveys","2019","2019",198455,,
"COL","Colombia","MEX","Mexico","DEMAND","Tourism demand surveys","2020","2020",52038,,
"COL","Colombia","MEX","Mexico","DEMAND","Tourism demand surveys","2021","2021",81214,"P","Provisional value"
"COL","Colombia","PER","Peru","DEMAND","Tourism demand surveys","2017","2017",140905,,
"COL","Colombia","PER","Peru","DEMAND","Tourism demand surveys","2018","2018",151499,,
"COL","Colombia","PER","Peru","DEMAND","Tourism demand surveys","2019","2019",180664,,
"COL","Colombia","PER","Peru","DEMAND","Tourism demand surveys","2020","2020",48098,,
"COL","Colombia","PER","Peru","DEMAND","Tourism demand surveys","2021","2021",67131,"P","Provisional value"
"ROU","Romania","BGR","Bulgaria","DEMAND","Tourism demand surveys","2008","2008",1114082,,
"ROU","Romania","BGR","Bulgaria","DEMAND","Tourism demand surveys","2009","2009",877287,,
"ROU","Romania","BGR","Bulgaria","DEMAND","Tourism demand surveys","2010","2010",786452,,
"ROU","Romania","BGR","Bulgaria","DEMAND","Tourism demand surveys","2011","2011",797382,,
"ROU","Romania","BGR","Bulgaria","DEMAND","Tourism demand surveys","2012","2012",943501,,
"ROU","Romania","BGR","Bulgaria","DEMAND","Tourism demand surveys","2013","2013",1135567,,
"ROU","Romania","BGR","Bulgaria","DEMAND","Tourism demand surveys","2014","2014",1209059,,
"ROU","Romania","BGR","Bulgaria","DEMAND","Tourism demand surveys","2015","2015",1523660,,
"ROU","Romania","BGR","Bulgaria","DEMAND","Tourism demand surveys","2016","2016",1527103,,
"ROU","Romania","BGR","Bulgaria","DEMAND","Tourism demand surveys","2017","2017",1602964,,
"ROU","Romania","BGR","Bulgaria","DEMAND","Tourism demand surveys","2018","2018",1600224,,
"ROU","Romania","BGR","Bulgaria","DEMAND","Tourism demand surveys","2019","2019",1856947,,
"ROU","Romania","BGR","Bulgaria","DEMAND","Tourism demand surveys","2020","2020",1267193,,
"ROU","Romania","BGR","Bulgaria","DEMAND","Tourism demand surveys","2021","2021",1254167,,
"ROU","Romania","DEU","Germany","DEMAND","Tourism demand surveys","2008","2008",521675,,
"ROU","Romania","DEU","Germany","DEMAND","Tourism demand surveys","2009","2009",442805,,
"ROU","Romania","DEU","Germany","DEMAND","Tourism demand surveys","2010","2010",394387,,
"ROU","Romania","DEU","Germany","DEMAND","Tourism demand surveys","2011","2011",381336,,
"ROU","Romania","DEU","Germany","DEMAND","Tourism demand surveys","2012","2012",439219,,
"ROU","Romania","DEU","Germany","DEMAND","Tourism demand surveys","2013","2013",448344,,
"ROU","Romania","DEU","Germany","DEMAND","Tourism demand surveys","2014","2014",469867,,
"ROU","Romania","DEU","Germany","DEMAND","Tourism demand surveys","2015","2015",437723,,
"ROU","Romania","DEU","Germany","DEMAND","Tourism demand surveys","2016","2016",466481,,
"ROU","Romania","DEU","Germany","DEMAND","Tourism demand surveys","2017","2017",478924,,
"ROU","Romania","DEU","Germany","DEMAND","Tourism demand surveys","2018","2018",489364,,
"ROU","Romania","DEU","Germany","DEMAND","Tourism demand surveys","2019","2019",520718,,
"ROU","Romania","DEU","Germany","DEMAND","Tourism demand surveys","2020","2020",143476,,
"ROU","Romania","DEU","Germany","DEMAND","Tourism demand surveys","2021","2021",232153,,
"ROU","Romania","HUN","Hungary","DEMAND","Tourism demand surveys","2008","2008",1950383,,
"ROU","Romania","HUN","Hungary","DEMAND","Tourism demand surveys","2009","2009",1836334,,
"ROU","Romania","HUN","Hungary","DEMAND","Tourism demand surveys","2010","2010",1734844,,
"ROU","Romania","HUN","Hungary","DEMAND","Tourism demand surveys","2011","2011",1545502,,
"ROU","Romania","HUN","Hungary","DEMAND","Tourism demand surveys","2012","2012",1547014,,
"ROU","Romania","HUN","Hungary","DEMAND","Tourism demand surveys","2013","2013",1442567,,
"ROU","Romania","HUN","Hungary","DEMAND","Tourism demand surveys","2014","2014",1495242,,
"ROU","Romania","HUN","Hungary","DEMAND","Tourism demand surveys","2015","2015",1661938,,
"ROU","Romania","HUN","Hungary","DEMAND","Tourism demand surveys","2016","2016",1561548,,
"ROU","Romania","HUN","Hungary","DEMAND","Tourism demand surveys","2017","2017",1453550,,
"ROU","Romania","HUN","Hungary","DEMAND","Tourism demand surveys","2018","2018",1466301,,
"ROU","Romania","HUN","Hungary","DEMAND","Tourism demand surveys","2019","2019",1529429,,
"ROU","Romania","HUN","Hungary","DEMAND","Tourism demand surveys","2020","2020",481262,,
"ROU","Romania","HUN","Hungary","DEMAND","Tourism demand surveys","2021","2021",603203,,
"ROU","Romania","ITA","Italy","DEMAND","Tourism demand surveys","2008","2008",433167,,
"ROU","Romania","ITA","Italy","DEMAND","Tourism demand surveys","2009","2009",374702,,
"ROU","Romania","ITA","Italy","DEMAND","Tourism demand surveys","2010","2010",330909,,
"ROU","Romania","ITA","Italy","DEMAND","Tourism demand surveys","2011","2011",352310,,
"ROU","Romania","ITA","Italy","DEMAND","Tourism demand surveys","2012","2012",340138,,
"ROU","Romania","ITA","Italy","DEMAND","Tourism demand surveys","2013","2013",332355,,
"ROU","Romania","ITA","Italy","DEMAND","Tourism demand surveys","2014","2014",355229,,
"ROU","Romania","ITA","Italy","DEMAND","Tourism demand surveys","2015","2015",324029,,
"ROU","Romania","ITA","Italy","DEMAND","Tourism demand surveys","2016","2016",425095,,
"ROU","Romania","ITA","Italy","DEMAND","Tourism demand surveys","2017","2017",460469,,
"ROU","Romania","ITA","Italy","DEMAND","Tourism demand surveys","2018","2018",468409,,
"ROU","Romania","ITA","Italy","DEMAND","Tourism demand surveys","2019","2019",477211,,
"ROU","Romania","ITA","Italy","DEMAND","Tourism demand surveys","2020","2020",120564,,
"ROU","Romania","ITA","Italy","DEMAND","Tourism demand surveys","2021","2021",228164,,
"ROU","Romania","POL","Poland","DEMAND","Tourism demand surveys","2008","2008",276525,,
"ROU","Romania","POL","Poland","DEMAND","Tourism demand surveys","2009","2009",222783,,
"ROU","Romania","POL","Poland","DEMAND","Tourism demand surveys","2010","2010",237922,,
"ROU","Romania","POL","Poland","DEMAND","Tourism demand surveys","2011","2011",249731,,
"ROU","Romania","POL","Poland","DEMAND","Tourism demand surveys","2012","2012",300794,,
"ROU","Romania","POL","Poland","DEMAND","Tourism demand surveys","2013","2013",299724,,
"ROU","Romania","POL","Poland","DEMAND","Tourism demand surveys","2014","2014",307932,,
"ROU","Romania","POL","Poland","DEMAND","Tourism demand surveys","2015","2015",355389,,
"ROU","Romania","POL","Poland","DEMAND","Tourism demand surveys","2016","2016",301680,,
"ROU","Romania","POL","Poland","DEMAND","Tourism demand surveys","2017","2017",310995,,
"ROU","Romania","POL","Poland","DEMAND","Tourism demand surveys","2018","2018",313583,,
"ROU","Romania","POL","Poland","DEMAND","Tourism demand surveys","2019","2019",345286,,
"ROU","Romania","POL","Poland","DEMAND","Tourism demand surveys","2020","2020",199065,,
"ROU","Romania","POL","Poland","DEMAND","Tourism demand surveys","2021","2021",200890,,
"ROU","Romania","SRB","Serbia","DEMAND","Tourism demand surveys","2008","2008",183812,,
"ROU","Romania","SRB","Serbia","DEMAND","Tourism demand surveys","2009","2009",170025,,
"ROU","Romania","SRB","Serbia","DEMAND","Tourism demand surveys","2010","2010",243775,,
"ROU","Romania","SRB","Serbia","DEMAND","Tourism demand surveys","2011","2011",244950,,
"ROU","Romania","SRB","Serbia","DEMAND","Tourism demand surveys","2012","2012",286291,,
"ROU","Romania","SRB","Serbia","DEMAND","Tourism demand surveys","2013","2013",318617,,
"ROU","Romania","SRB","Serbia","DEMAND","Tourism demand surveys","2014","2014",312277,,
"ROU","Romania","SRB","Serbia","DEMAND","Tourism demand surveys","2015","2015",324029,,
"ROU","Romania","SRB","Serbia","DEMAND","Tourism demand surveys","2016","2016",426741,,
"ROU","Romania","SRB","Serbia","DEMAND","Tourism demand surveys","2017","2017",507057,,
"ROU","Romania","SRB","Serbia","DEMAND","Tourism demand surveys","2018","2018",543115,,
"ROU","Romania","SRB","Serbia","DEMAND","Tourism demand surveys","2019","2019",576287,,
"ROU","Romania","SRB","Serbia","DEMAND","Tourism demand surveys","2020","2020",194705,,
"ROU","Romania","SRB","Serbia","DEMAND","Tourism demand surveys","2021","2021",225307,,
"ROU","Romania","UKR","Ukraine","DEMAND","Tourism demand surveys","2008","2008",729758,,
"ROU","Romania","UKR","Ukraine","DEMAND","Tourism demand surveys","2009","2009",723813,,
"ROU","Romania","UKR","Ukraine","DEMAND","Tourism demand surveys","2010","2010",672065,,
"ROU","Romania","UKR","Ukraine","DEMAND","Tourism demand surveys","2011","2011",648394,,
"ROU","Romania","UKR","Ukraine","DEMAND","Tourism demand surveys","2012","2012",739545,,
"ROU","Romania","UKR","Ukraine","DEMAND","Tourism demand surveys","2013","2013",793612,,
"ROU","Romania","UKR","Ukraine","DEMAND","Tourism demand surveys","2014","2014",716260,,
"ROU","Romania","UKR","Ukraine","DEMAND","Tourism demand surveys","2015","2015",823460,,
"ROU","Romania","UKR","Ukraine","DEMAND","Tourism demand surveys","2016","2016",1055344,,
"ROU","Romania","UKR","Ukraine","DEMAND","Tourism demand surveys","2017","2017",1207812,,
"ROU","Romania","UKR","Ukraine","DEMAND","Tourism demand surveys","2018","2018",1491351,,
"ROU","Romania","UKR","Ukraine","DEMAND","Tourism demand surveys","2019","2019",1754542,,
"ROU","Romania","UKR","Ukraine","DEMAND","Tourism demand surveys","2020","2020",663097,,
"ROU","Romania","UKR","Ukraine","DEMAND","Tourism demand surveys","2021","2021",1105215,,
"ROU","Romania","MDA","Moldova","DEMAND","Tourism demand surveys","2008","2008",1428559,,
"ROU","Romania","MDA","Moldova","DEMAND","Tourism demand surveys","2009","2009",1042871,,
"ROU","Romania","MDA","Moldova","DEMAND","Tourism demand surveys","2010","2010",1216140,,
"ROU","Romania","MDA","Moldova","DEMAND","Tourism demand surveys","2011","2011",1330322,,
"ROU","Romania","MDA","Moldova","DEMAND","Tourism demand surveys","2012","2012",1120272,,
"ROU","Romania","MDA","Moldova","DEMAND","Tourism demand surveys","2013","2013",995118,,
"ROU","Romania","MDA","Moldova","DEMAND","Tourism demand surveys","2014","2014",1277062,,
"ROU","Romania","MDA","Moldova","DEMAND","Tourism demand surveys","2015","2015",1632776,,
"ROU","Romania","MDA","Moldova","DEMAND","Tourism demand surveys","2016","2016",1917707,,
"ROU","Romania","MDA","Moldova","DEMAND","Tourism demand surveys","2017","2017",2051793,,
"ROU","Romania","MDA","Moldova","DEMAND","Tourism demand surveys","2018","2018",2330440,,
"ROU","Romania","MDA","Moldova","DEMAND","Tourism demand surveys","2019","2019",2522741,,
"ROU","Romania","MDA","Moldova","DEMAND","Tourism demand surveys","2020","2020",826722,,
"ROU","Romania","MDA","Moldova","DEMAND","Tourism demand surveys","2021","2021",1246871,,
"DEU","Germany","FRA","France","SUPPLY","Tourism supply surveys","2020","2020",653688,,
"DEU","Germany","FRA","France","SUPPLY","Tourism supply surveys","2021","2021",692078,,
"NZL","New Zealand","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2008","2008",2300645,,
"NZL","New Zealand","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2009","2009",2256722,,
"NZL","New Zealand","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2010","2010",2147704,,
"NZL","New Zealand","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2011","2011",2272380,,
"NZL","New Zealand","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2012","2012",2007117,,
"NZL","New Zealand","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2013","2013",1996451,,
"NZL","New Zealand","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2014","2014",2186114,,
"NZL","New Zealand","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2015","2015",2291655,,
"NZL","New Zealand","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2016","2016",2546356,,
"NZL","New Zealand","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2017","2017",2700453,,
"NZL","New Zealand","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2018","2018",2866632,,
"NZL","New Zealand","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2021","2021",155500,,
"TUR","Türkiye","UKR","Ukraine","DEMAND","Tourism demand surveys","2008","2008",717820,,
"TUR","Türkiye","UKR","Ukraine","DEMAND","Tourism demand surveys","2009","2009",561055,,
"TUR","Türkiye","UKR","Ukraine","DEMAND","Tourism demand surveys","2010","2010",555477,,
"TUR","Türkiye","UKR","Ukraine","DEMAND","Tourism demand surveys","2011","2011",588364,,
"TUR","Türkiye","UKR","Ukraine","DEMAND","Tourism demand surveys","2012","2012",618453,,
"TUR","Türkiye","UKR","Ukraine","DEMAND","Tourism demand surveys","2013","2013",739454,,
"TUR","Türkiye","UKR","Ukraine","DEMAND","Tourism demand surveys","2014","2014",640626,,
"TUR","Türkiye","UKR","Ukraine","DEMAND","Tourism demand surveys","2015","2015",691335,,
"TUR","Türkiye","UKR","Ukraine","DEMAND","Tourism demand surveys","2016","2016",1029162,,
"TUR","Türkiye","UKR","Ukraine","DEMAND","Tourism demand surveys","2017","2017",1265687,,
"TUR","Türkiye","UKR","Ukraine","DEMAND","Tourism demand surveys","2018","2018",1371869,,
"TUR","Türkiye","UKR","Ukraine","DEMAND","Tourism demand surveys","2019","2019",1515123,,
"TUR","Türkiye","UKR","Ukraine","DEMAND","Tourism demand surveys","2020","2020",978647,,
"TUR","Türkiye","UKR","Ukraine","DEMAND","Tourism demand surveys","2021","2021",2049192,,
"DEU","Germany","DNK","Denmark","SUPPLY","Tourism supply surveys","2020","2020",691747,,
"DEU","Germany","DNK","Denmark","SUPPLY","Tourism supply surveys","2021","2021",704129,,
"DEU","Germany","AUT","Austria","SUPPLY","Tourism supply surveys","2008","2008",1205213,,
"DEU","Germany","AUT","Austria","SUPPLY","Tourism supply surveys","2009","2009",1252626,,
"DEU","Germany","AUT","Austria","SUPPLY","Tourism supply surveys","2010","2010",1387318,,
"DEU","Germany","AUT","Austria","SUPPLY","Tourism supply surveys","2011","2011",1494030,,
"DEU","Germany","AUT","Austria","SUPPLY","Tourism supply surveys","2012","2012",1567431,,
"DEU","Germany","AUT","Austria","SUPPLY","Tourism supply surveys","2013","2013",1631281,,
"DEU","Germany","AUT","Austria","SUPPLY","Tourism supply surveys","2014","2014",1724288,,
"DEU","Germany","AUT","Austria","SUPPLY","Tourism supply surveys","2015","2015",1781779,,
"DEU","Germany","AUT","Austria","SUPPLY","Tourism supply surveys","2016","2016",1824669,,
"DEU","Germany","AUT","Austria","SUPPLY","Tourism supply surveys","2017","2017",1976314,,
"DEU","Germany","AUT","Austria","SUPPLY","Tourism supply surveys","2018","2018",2063845,,
"DEU","Germany","AUT","Austria","SUPPLY","Tourism supply surveys","2019","2019",2115910,,
"DEU","Germany","AUT","Austria","SUPPLY","Tourism supply surveys","2020","2020",819596,,
"DEU","Germany","AUT","Austria","SUPPLY","Tourism supply surveys","2021","2021",841682,,
"FIN","Finland","EST","Estonia","SUPPLY","Tourism supply surveys","2008","2008",92182,,
"FIN","Finland","EST","Estonia","SUPPLY","Tourism supply surveys","2009","2009",73071,,
"FIN","Finland","EST","Estonia","SUPPLY","Tourism supply surveys","2010","2010",82448,,
"FIN","Finland","EST","Estonia","SUPPLY","Tourism supply surveys","2011","2011",91814,,
"FIN","Finland","EST","Estonia","SUPPLY","Tourism supply surveys","2012","2012",94800,,
"FIN","Finland","EST","Estonia","SUPPLY","Tourism supply surveys","2013","2013",80409,,
"FIN","Finland","EST","Estonia","SUPPLY","Tourism supply surveys","2014","2014",83278,,
"FIN","Finland","EST","Estonia","SUPPLY","Tourism supply surveys","2015","2015",81010,,
"FIN","Finland","EST","Estonia","SUPPLY","Tourism supply surveys","2016","2016",84121,,
"FIN","Finland","EST","Estonia","SUPPLY","Tourism supply surveys","2017","2017",93684,,
"FIN","Finland","EST","Estonia","SUPPLY","Tourism supply surveys","2018","2018",95442,,
"FIN","Finland","EST","Estonia","SUPPLY","Tourism supply surveys","2019","2019",96394,,
"FIN","Finland","EST","Estonia","SUPPLY","Tourism supply surveys","2020","2020",55817,,
"FIN","Finland","EST","Estonia","SUPPLY","Tourism supply surveys","2021","2021",52597,,
"SRB","Serbia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2008","2008",1320205,,
"SRB","Serbia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2009","2009",1309095,,
"SRB","Serbia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2010","2010",1371406,,
"SRB","Serbia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2011","2011",1532605,,
"SRB","Serbia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2012","2012",1692742,,
"SRB","Serbia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2013","2013",1879980,,
"SRB","Serbia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2014","2014",2016556,,
"SRB","Serbia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2015","2015",2253879,,
"SRB","Serbia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2016","2016",2574330,,
"SRB","Serbia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2017","2017",2991750,,
"SRB","Serbia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2018","2018",3415957,,
"SRB","Serbia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2019","2019",3760958,,
"SRB","Serbia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2020","2020",1201370,,
"SRB","Serbia","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2021","2021",2290029,,
"BGR","Bulgaria","ROU","Romania","SUPPLY","Tourism supply surveys","2012","2012",336135,,
"BGR","Bulgaria","ROU","Romania","SUPPLY","Tourism supply surveys","2013","2013",354508,,
"BGR","Bulgaria","ROU","Romania","SUPPLY","Tourism supply surveys","2014","2014",306890,,
"BGR","Bulgaria","ROU","Romania","SUPPLY","Tourism supply surveys","2015","2015",375221,,
"BGR","Bulgaria","ROU","Romania","SUPPLY","Tourism supply surveys","2016","2016",428433,,
"BGR","Bulgaria","ROU","Romania","SUPPLY","Tourism supply surveys","2017","2017",438659,,
"BGR","Bulgaria","ROU","Romania","SUPPLY","Tourism supply surveys","2018","2018",502204,,
"BGR","Bulgaria","ROU","Romania","SUPPLY","Tourism supply surveys","2019","2019",650822,,
"BGR","Bulgaria","ROU","Romania","SUPPLY","Tourism supply surveys","2020","2020",397926,"P","Provisional value"
"BGR","Bulgaria","ROU","Romania","SUPPLY","Tourism supply surveys","2021","2021",657270,"P","Provisional value"
"BGR","Bulgaria","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2012","2012",166844,,
"BGR","Bulgaria","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2013","2013",182459,,
"BGR","Bulgaria","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2014","2014",178221,,
"BGR","Bulgaria","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2015","2015",200143,,
"BGR","Bulgaria","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2016","2016",238867,,
"BGR","Bulgaria","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2017","2017",274575,,
"BGR","Bulgaria","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2018","2018",293268,,
"BGR","Bulgaria","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2019","2019",340175,,
"BGR","Bulgaria","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2020","2020",59075,"P","Provisional value"
"BGR","Bulgaria","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2021","2021",30529,"P","Provisional value"
"SRB","Serbia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2008","2008",59985,,
"SRB","Serbia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2009","2009",127580,,
"SRB","Serbia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2010","2010",36443,,
"SRB","Serbia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2011","2011",57171,,
"SRB","Serbia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2012","2012",47381,,
"SRB","Serbia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2013","2013",38760,,
"SRB","Serbia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2014","2014",31042,,
"SRB","Serbia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2015","2015",26295,,
"SRB","Serbia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2016","2016",20464,,
"SRB","Serbia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2017","2017",20223,,
"SRB","Serbia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2018","2018",24116,,
"SRB","Serbia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2019","2019",20111,,
"SRB","Serbia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2020","2020",525,,
"SRB","Serbia","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2021","2021",8899,,
"JPN","Japan","NPL","Nepal","DEMAND","Tourism demand surveys","2021","2021",11648,"P","Provisional value"
"BGR","Bulgaria","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2012","2012",2632062,,
"BGR","Bulgaria","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2013","2013",2820673,,
"BGR","Bulgaria","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2014","2014",2791578,,
"BGR","Bulgaria","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2015","2015",2864371,,
"BGR","Bulgaria","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2016","2016",3386932,,
"BGR","Bulgaria","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2017","2017",3655830,,
"BGR","Bulgaria","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2018","2018",3910159,,
"BGR","Bulgaria","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2019","2019",4067350,,
"BGR","Bulgaria","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2020","2020",1175779,"P","Provisional value"
"BGR","Bulgaria","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2021","2021",1893031,"P","Provisional value"
"SRB","Serbia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2008","2008",18697,,
"SRB","Serbia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2009","2009",32427,,
"SRB","Serbia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2010","2010",44307,,
"SRB","Serbia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2011","2011",53278,,
"SRB","Serbia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2012","2012",56094,,
"SRB","Serbia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2013","2013",69653,,
"SRB","Serbia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2014","2014",113456,,
"SRB","Serbia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2015","2015",129506,,
"SRB","Serbia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2016","2016",144204,,
"SRB","Serbia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2017","2017",163154,,
"SRB","Serbia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2018","2018",217795,,
"SRB","Serbia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2019","2019",229309,,
"SRB","Serbia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2020","2020",62663,,
"SRB","Serbia","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2021","2021",130669,,
"JPN","Japan","THA","Thailand","DEMAND","Tourism demand surveys","2020","2020",219830,,
"JPN","Japan","THA","Thailand","DEMAND","Tourism demand surveys","2021","2021",2758,"P","Provisional value"
